Date,Commodity,Wholesale,Retail,Landing
11/27/2023,Kamote,30,20,20
11/27/2023,Karlang,25,20,14
11/27/2023,Cassava,18,18,18
11/26/2023,Gabi (bisol),30,60,20
11/26/2023,Kamote,30,20,20
11/26/2023,Karlang,25,20,14
11/26/2023,Cassava,18,18,18
11/25/2023,Gabi (bisol),30,60,14
11/25/2023,Kamote,30,20,20
11/25/2023,Karlang,25,20,14
11/25/2023,Cassava,18,18,18
11/24/2023,Gabi (bisol),30,60,14
11/24/2023,Kamote,30,20,20
11/24/2023,Karlang,25,20,14
11/24/2023,Cassava,18,18,18
11/23/2023,Gabi (bisol),30,60,14
11/23/2023,Kamote,30,20,20
11/23/2023,Karlang,25,20,14
11/23/2023,Cassava,18,18,18
11/22/2023,Gabi (bisol),30,60,20
11/22/2023,Kamote,30,30,18
11/22/2023,Karlang,25,30,14
11/22/2023,Cassava,18,18,18
11/21/2023,Gabi (bisol),30,60,20
11/21/2023,Kamote,30,35,18
11/21/2023,Karlang,25,45,14
11/21/2023,Cassava,18,18,18
11/20/2023,Gabi (bisol),30,60,20
11/20/2023,Kamote,30,30,18
11/20/2023,Karlang,15,30,14
11/20/2023,Cassava,18,18,18
11/19/2023,Gabi (bisol),30,60,20
11/19/2023,Kamote,30,30,18
11/19/2023,Karlang,15,30,14
11/19/2023,Cassava,18,18,18
11/18/2023,Gabi (bisol),30,60,20
11/18/2023,Kamote,30,30,18
11/18/2023,Karlang,15,30,14
11/18/2023,Cassava,18,18,20
11/17/2023,Gabi (bisol),30,60,20
11/17/2023,Kamote,30,30,20
11/17/2023,Karlang,15,20,14
11/17/2023,Cassava,18,20,21
11/16/2023,Gabi (bisol),30,35,20
11/16/2023,Kamote,30,45,20
11/16/2023,Karlang,15,18,14
11/16/2023,Cassava,18,60,21
11/15/2023,Gabi (bisol),30,35,20
11/15/2023,Kamote,30,25,20
11/15/2023,Karlang,15,20,14
11/15/2023,Cassava,18,30,21
11/14/2023,Gabi (bisol),30,60,14
11/14/2023,Kamote,30,30,22
11/14/2023,Karlang,15,20,28
11/14/2023,Cassava,18,28,21
11/13/2023,Gabi (bisol),30,60,14
11/13/2023,Kamote,30,30,22
11/13/2023,Karlang,15,20,28
11/13/2023,Cassava,18,28,21
11/12/2023,Gabi (bisol),30,60,14
11/12/2023,Kamote,30,30,21
11/12/2023,Karlang,15,20,28
11/12/2023,Cassava,18,28,21
11/11/2023,Gabi (bisol),30,60,14
11/11/2023,Kamote,30,30,22
11/11/2023,Karlang,15,20,28
11/11/2023,Cassava,18,28,14
11/10/2023,Gabi (bisol),30,60,14
11/10/2023,Kamote,30,30,21
11/10/2023,Karlang,15,20,28
11/10/2023,Cassava,18,15,21
11/9/2023,Gabi (bisol),30,40,14
11/9/2023,Kamote,30,18,21
11/9/2023,Karlang,15,20,14
11/9/2023,Cassava,18,50,15
11/8/2023,Gabi (bisol),30,40,21
11/8/2023,Kamote,25,25,20
11/8/2023,Karlang,20,20,18
11/8/2023,Cassava,18,15,14
11/7/2023,Gabi (bisol),30,70,14
11/7/2023,Kamote,25,30,18
11/7/2023,Karlang,20,20,14
11/7/2023,Cassava,18,20,20
11/6/2023,Gabi (bisol),30,70,18
11/6/2023,Kamote,25,40,14
11/6/2023,Karlang,20,18,14
11/6/2023,Cassava,18,20,20
11/5/2023,Gabi (bisol),30,70,20
11/5/2023,Kamote,25,30,18
11/5/2023,Karlang,20,20,14
11/5/2023,Cassava,15,20,14
11/4/2023,Gabi (bisol),30,70,20
11/4/2023,Kamote,25,30,18
11/4/2023,Karlang,20,20,14
11/4/2023,Cassava,15,20,14
11/3/2023,Gabi (bisol),30,70,20
11/3/2023,Kamote,25,30,18
11/3/2023,Karlang,20,20,14
11/3/2023,Cassava,15,20,20
11/2/2023,Gabi (bisol),30,70,20
11/2/2023,Kamote,25,30,14
11/2/2023,Karlang,20,20,14
11/2/2023,Cassava,15,20,20
11/1/2023,Gabi (bisol),30,70,20
11/1/2023,Kamote,25,30,14
11/1/2023,Karlang,20,20,14
11/1/2023,Cassava,15,20,20
10/31/2023,Gabi (bisol),30,60,20
10/31/2023,Kamote,30,30,14
10/31/2023,Karlang,25,20,14
10/31/2023,Cassava,15,20,20
10/30/2023,Gabi (bisol),30,40,20
10/30/2023,Kamote,30,30,14
10/30/2023,Karlang,25,20,14
10/30/2023,Cassava,15,20,20
10/29/2023,Gabi (bisol),30,35,20
10/29/2023,Kamote,30,30,14
10/29/2023,Karlang,25,20,14
10/29/2023,Cassava,15,20,20
10/28/2023,Gabi (bisol),30,47,20
10/28/2023,Kamote,30,30,14
10/28/2023,Karlang,25,20,14
10/28/2023,Cassava,15,20,20
10/27/2023,Gabi (bisol),30,35,20
10/27/2023,Kamote,30,30,14
10/27/2023,Karlang,25,20,13
10/27/2023,Cassava,15,20,20
10/26/2023,Gabi (bisol),30,80,20
10/26/2023,Kamote,30,35,14
10/26/2023,Karlang,25,45,13
10/26/2023,Cassava,15,20,20
10/25/2023,Gabi (bisol),30,35,20
10/25/2023,Kamote,25,25,18
10/25/2023,Karlang,15,20,13
10/25/2023,Cassava,15,20,20
10/24/2023,Gabi (bisol),30,25,20
10/24/2023,Kamote,25,25,18
10/24/2023,Karlang,15,20,13
10/24/2023,Cassava,15,20,20
10/23/2023,Gabi (bisol),30,30,20
10/23/2023,Kamote,25,25,18
10/23/2023,Karlang,15,20,13
10/23/2023,Cassava,15,20,20
10/22/2023,Gabi (bisol),30,35,20
10/22/2023,Kamote,25,25,18
10/22/2023,Karlang,15,20,13
10/22/2023,Cassava,15,20,20
10/21/2023,Gabi (bisol),30,40,20
10/21/2023,Kamote,25,25,18
10/21/2023,Karlang,15,20,13
10/21/2023,Cassava,15,20,20
10/20/2023,Gabi (bisol),30,40,20
10/20/2023,Kamote,25,30,18
10/20/2023,Karlang,15,20,14
10/20/2023,Cassava,15,20,20
10/19/2023,Gabi (bisol),30,35,20
10/19/2023,Kamote,20,45,15
10/19/2023,Karlang,20,18,13
10/19/2023,Cassava,15,40,10
10/18/2023,Gabi (bisol),30,18,15
10/18/2023,Kamote,25,30,13
10/18/2023,Karlang,15,20,10
10/18/2023,Cassava,15,20,20
10/17/2023,Gabi (bisol),30,25,15
10/17/2023,Kamote,45,30,13
10/17/2023,Karlang,35,20,10
10/17/2023,Cassava,30,20,13
10/16/2023,Gabi (bisol),30,25,10
10/16/2023,Kamote,20,30,15
10/16/2023,Karlang,20,20,13
10/16/2023,Cassava,15,20,10
10/15/2023,Gabi (bisol),30,40,20
10/15/2023,Kamote,20,30,15
10/15/2023,Karlang,20,20,13
10/15/2023,Cassava,15,20,10
10/14/2023,Gabi (bisol),30,18,20
10/14/2023,Kamote,20,30,15
10/14/2023,Karlang,20,20,13
10/14/2023,Cassava,15,20,10
10/13/2023,Gabi (bisol),30,18,20
10/13/2023,Kamote,25,30,15
10/13/2023,Karlang,15,20,13
10/13/2023,Cassava,15,20,10
10/12/2023,Gabi (bisol),30,18,20
10/12/2023,Kamote,30,30,15
10/12/2023,Karlang,15,35,13
10/12/2023,Cassava,18,20,10
10/11/2023,Gabi (bisol),25,35,20
10/11/2023,Kamote,28,30,15
10/11/2023,Karlang,18,20,13
10/11/2023,Cassava,18,20,10
10/10/2023,Gabi (bisol),28,35,20
10/10/2023,Kamote,28,30,15
10/10/2023,Karlang,18,20,13
10/10/2023,Cassava,18,20,10
10/9/2023,Gabi (bisol),25,35,30
10/9/2023,Kamote,20,30,25
10/9/2023,Karlang,20,30,15
10/9/2023,Cassava,12,15,20
10/8/2023,Gabi (bisol),28,35,21
10/8/2023,Kamote,28,30,15
10/8/2023,Karlang,18,20,13
10/8/2023,Cassava,18,20,18
10/7/2023,Gabi (bisol),25,35,21
10/7/2023,Kamote,28,30,15
10/7/2023,Karlang,18,20,13
10/7/2023,Cassava,18,20,15
10/6/2023,Gabi (bisol),28,35,25
10/6/2023,Kamote,28,30,17
10/6/2023,Karlang,18,20,13
10/6/2023,Cassava,18,20,12
10/5/2023,Gabi (bisol),24,35,21
10/5/2023,Kamote,20,30,18
10/5/2023,Karlang,20,30,13
10/5/2023,Cassava,12,15,18
10/4/2023,Gabi (bisol),25,50,21
10/4/2023,Kamote,28,30,15
10/4/2023,Karlang,18,20,13
10/4/2023,Cassava,18,20,18
10/3/2023,Gabi (bisol),30,35,20
10/3/2023,Kamote,20,30,15
10/3/2023,Karlang,20,25,13
10/3/2023,Cassava,20,25,18
